Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Correlate
11016,1/26/2021,8:00 AM,Uttarakhand,-,-,92544,1635,95702,1
11017,1/26/2021,8:00 AM,Uttar Pradesh,-,-,583470,8624,598907,1
11018,1/26/2021,8:00 AM,West Bengal,-,-,552082,10122,568355,1
11019,1/27/2021,8:00 AM,Andhra Pradesh,-,-,878731,7150,887238,1
11020,1/27/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4917,62,4994,1
11021,1/27/2021,8:00 AM,Arunachal Pradesh,-,-,16751,56,16821,1
11022,1/27/2021,8:00 AM,Assam,-,-,213763,1079,217025,1
11023,1/27/2021,8:00 AM,Bihar,-,-,255174,1486,258996,1
11024,1/27/2021,8:00 AM,Chandigarh,-,-,20302,334,20775,1
11025,1/27/2021,8:00 AM,Chhattisgarh,-,-,288764,3644,297429,1
11026,1/27/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3395,1
11027,1/27/2021,8:00 AM,Delhi,-,-,621783,10820,634229,1
11028,1/27/2021,8:00 AM,Goa,-,-,51510,763,53047,1
11029,1/27/2021,8:00 AM,Gujarat,-,-,251400,4381,259867,1
11030,1/27/2021,8:00 AM,Haryana,-,-,263119,3014,267417,1
11031,1/27/2021,8:00 AM,Himachal Pradesh,-,-,55923,973,57257,1
11032,1/27/2021,8:00 AM,Jammu and Kashmir,-,-,121124,1930,124157,1
11033,1/27/2021,8:00 AM,Jharkhand,-,-,116589,1064,118425,1
11034,1/27/2021,8:00 AM,Karnataka,-,-,918099,12204,936955,1
11035,1/27/2021,8:00 AM,Kerala,-,-,824446,3643,899932,1
11036,1/27/2021,8:00 AM,Lakshadweep,-,-,0,0,69,0
11037,1/27/2021,8:00 AM,Ladakh,-,-,9508,129,9688,1
11038,1/27/2021,8:00 AM,Madhya Pradesh,-,-,247073,3793,254085,1
11039,1/27/2021,8:00 AM,Maharashtra,-,-,1917450,50862,2013353,1
11040,1/27/2021,8:00 AM,Manipur,-,-,28463,369,29003,1
11041,1/27/2021,8:00 AM,Meghalaya,-,-,13496,146,13740,1
11042,1/27/2021,8:00 AM,Mizoram,-,-,4303,9,4359,1
11043,1/27/2021,8:00 AM,Nagaland,-,-,11898,88,12081,1
11044,1/27/2021,8:00 AM,Odisha,-,-,331427,1906,334529,1
11045,1/27/2021,8:00 AM,Puducherry,-,-,37970,645,38910,1
11046,1/27/2021,8:00 AM,Punjab,-,-,164541,5571,172218,1
11047,1/27/2021,8:00 AM,Rajasthan,-,-,311374,2760,316970,1
11048,1/27/2021,8:00 AM,Sikkim,-,-,5841,133,6078,1
11049,1/27/2021,8:00 AM,Tamil Nadu,-,-,818742,12325,835803,1
11050,1/27/2021,8:00 AM,Telengana,-,-,289325,1593,293737,1
11051,1/27/2021,8:00 AM,Tripura,-,-,32931,391,33346,1
11052,1/27/2021,8:00 AM,Uttarakhand,-,-,92650,1636,95741,1
11053,1/27/2021,8:00 AM,Uttar Pradesh,-,-,584039,8632,599208,1
11054,1/27/2021,8:00 AM,West Bengal,-,-,552491,10131,568650,1
11055,1/28/2021,8:00 AM,Andhra Pradesh,-,-,878828,7152,887349,1
11056,1/28/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4922,62,4994,1
11057,1/28/2021,8:00 AM,Arunachal Pradesh,-,-,16753,56,16824,1
11058,1/28/2021,8:00 AM,Assam,-,-,213857,1081,217042,1
11059,1/28/2021,8:00 AM,Bihar,-,-,256014,1490,259149,1
11060,1/28/2021,8:00 AM,Chandigarh,-,-,20339,334,20819,1
11061,1/28/2021,8:00 AM,Chhattisgarh,-,-,289708,3647,297868,1
11062,1/28/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3396,1
11063,1/28/2021,8:00 AM,Delhi,-,-,621995,10829,634325,1
11064,1/28/2021,8:00 AM,Goa,-,-,51600,763,53100,1
11065,1/28/2021,8:00 AM,Gujarat,-,-,251862,4382,260220,1
11066,1/28/2021,8:00 AM,Haryana,-,-,263236,3014,267504,1
11067,1/28/2021,8:00 AM,Himachal Pradesh,-,-,55991,974,57296,1
11068,1/28/2021,8:00 AM,Jammu and Kashmir,-,-,121253,1931,124234,1
11069,1/28/2021,8:00 AM,Jharkhand,-,-,116706,1066,118495,1
11070,1/28/2021,8:00 AM,Karnataka,-,-,918859,12207,937383,1
11071,1/28/2021,8:00 AM,Kerala,-,-,829452,3663,905591,1
11072,1/28/2021,8:00 AM,Lakshadweep,-,-,0,0,69,0
11073,1/28/2021,8:00 AM,Ladakh,-,-,9511,129,9688,1
11074,1/28/2021,8:00 AM,Madhya Pradesh,-,-,247418,3799,254270,1
11075,1/28/2021,8:00 AM,Maharashtra,-,-,1920006,50894,2015524,1
11076,1/28/2021,8:00 AM,Manipur,-,-,28476,370,29007,1
11077,1/28/2021,8:00 AM,Meghalaya,-,-,13506,146,13741,1
11078,1/28/2021,8:00 AM,Mizoram,-,-,4311,9,4362,1
11079,1/28/2021,8:00 AM,Nagaland,-,-,11938,88,12083,1
11080,1/28/2021,8:00 AM,Odisha,-,-,331535,1906,334667,1
11081,1/28/2021,8:00 AM,Puducherry,-,-,38006,646,38934,1
11082,1/28/2021,8:00 AM,Punjab,-,-,164745,5581,172406,1
11083,1/28/2021,8:00 AM,Rajasthan,-,-,311679,2761,317104,1
11084,1/28/2021,8:00 AM,Sikkim,-,-,5844,133,6079,1
11085,1/28/2021,8:00 AM,Tamil Nadu,-,-,819306,12333,836315,1
11086,1/28/2021,8:00 AM,Telengana,-,-,289631,1594,293923,1
11087,1/28/2021,8:00 AM,Tripura,-,-,32934,391,33346,1
11088,1/28/2021,8:00 AM,Uttarakhand,-,-,92748,1639,95826,1
11089,1/28/2021,8:00 AM,Uttar Pradesh,-,-,584372,8636,599376,1
11090,1/28/2021,8:00 AM,West Bengal,-,-,552877,10139,568884,1
11091,1/29/2021,8:00 AM,Andhra Pradesh,-,-,878956,7152,887466,1
11092,1/29/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4924,62,4994,1
11093,1/29/2021,8:00 AM,Arunachal Pradesh,-,-,16756,56,16827,1
11094,1/29/2021,8:00 AM,Assam,-,-,213952,1081,217071,1
11095,1/29/2021,8:00 AM,Bihar,-,-,256679,1492,259214,1
11096,1/29/2021,8:00 AM,Chandigarh,-,-,20363,334,20855,1
11097,1/29/2021,8:00 AM,Chhattisgarh,-,-,296187,3682,304319,1
11098,1/29/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3397,1
11099,1/29/2021,8:00 AM,Delhi,-,-,622114,10835,634524,1
11100,1/29/2021,8:00 AM,Goa,-,-,51652,765,53185,1
11101,1/29/2021,8:00 AM,Gujarat,-,-,252464,4384,260566,1
11102,1/29/2021,8:00 AM,Haryana,-,-,263347,3014,267601,1
11103,1/29/2021,8:00 AM,Himachal Pradesh,-,-,56043,974,57356,1
11104,1/29/2021,8:00 AM,Jammu and Kashmir,-,-,121402,1932,124297,1
11105,1/29/2021,8:00 AM,Jharkhand,-,-,116818,1069,118557,1
11106,1/29/2021,8:00 AM,Karnataka,-,-,919503,12209,937933,1
11107,1/29/2021,8:00 AM,Kerala,-,-,835046,3682,911362,1
11108,1/29/2021,8:00 AM,Lakshadweep,-,-,0,0,69,0
11109,1/29/2021,8:00 AM,Ladakh,-,-,9513,129,9705,1
11110,1/29/2021,8:00 AM,Madhya Pradesh,-,-,247739,3802,254496,1
11111,1/29/2021,8:00 AM,Maharashtra,-,-,1923187,50944,2018413,1
11112,1/29/2021,8:00 AM,Manipur,-,-,28499,370,29022,1
11113,1/29/2021,8:00 AM,Meghalaya,-,-,13513,146,13749,1
11114,1/29/2021,8:00 AM,Mizoram,-,-,4313,9,4363,1
11115,1/29/2021,8:00 AM,Nagaland,-,-,11944,88,12084,1
11116,1/29/2021,8:00 AM,Odisha,-,-,331667,1906,334780,1
11117,1/29/2021,8:00 AM,Puducherry,-,-,38035,647,38973,1
11118,1/29/2021,8:00 AM,Punjab,-,-,164937,5590,172606,1
11119,1/29/2021,8:00 AM,Rajasthan,-,-,311867,2763,317189,1
11120,1/29/2021,8:00 AM,Sikkim,-,-,5847,133,6084,1
11121,1/29/2021,8:00 AM,Tamil Nadu,-,-,819850,12339,836818,1
11122,1/29/2021,8:00 AM,Telengana,-,-,289987,1596,294120,1
11123,1/29/2021,8:00 AM,Tripura,-,-,32936,391,33348,1
11124,1/29/2021,8:00 AM,Uttarakhand,-,-,92928,1642,95908,1
11125,1/29/2021,8:00 AM,Uttar Pradesh,-,-,584752,8642,599624,1
11126,1/29/2021,8:00 AM,West Bengal,-,-,553244,10148,569173,1
11127,1/30/2021,8:00 AM,Andhra Pradesh,-,-,879131,7152,887591,1
11128,1/30/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4927,62,4994,1
11129,1/30/2021,8:00 AM,Arunachal Pradesh,-,-,16758,56,16827,1
11130,1/30/2021,8:00 AM,Assam,-,-,214054,1081,217091,1
11131,1/30/2021,8:00 AM,Bihar,-,-,256857,1495,259373,1
11132,1/30/2021,8:00 AM,Chandigarh,-,-,20389,334,20882,1
11133,1/30/2021,8:00 AM,Chhattisgarh,-,-,296642,3689,304689,1
11134,1/30/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3398,1
11135,1/30/2021,8:00 AM,Delhi,-,-,622381,10841,634773,1
11136,1/30/2021,8:00 AM,Goa,-,-,51755,766,53263,1
11137,1/30/2021,8:00 AM,Gujarat,-,-,252927,4385,260901,1
11138,1/30/2021,8:00 AM,Haryana,-,-,263501,3015,267708,1
11139,1/30/2021,8:00 AM,Himachal Pradesh,-,-,56083,974,57400,1
11140,1/30/2021,8:00 AM,Jammu and Kashmir,-,-,121617,1933,124373,1
11141,1/30/2021,8:00 AM,Jharkhand,-,-,116904,1070,118602,1
11142,1/30/2021,8:00 AM,Karnataka,-,-,920110,12211,938401,1
11143,1/30/2021,8:00 AM,Kerala,-,-,841444,3704,917630,1
11144,1/30/2021,8:00 AM,Lakshadweep,-,-,14,0,70,0
11145,1/30/2021,8:00 AM,Ladakh,-,-,9517,129,9714,1
11146,1/30/2021,8:00 AM,Madhya Pradesh,-,-,248036,3805,254667,1
11147,1/30/2021,8:00 AM,Maharashtra,-,-,1925800,51000,2021184,1
11148,1/30/2021,8:00 AM,Manipur,-,-,28524,371,29037,1
11149,1/30/2021,8:00 AM,Meghalaya,-,-,13524,146,13753,1
11150,1/30/2021,8:00 AM,Mizoram,-,-,4318,9,4366,1
11151,1/30/2021,8:00 AM,Nagaland,-,-,11947,88,12088,1
11152,1/30/2021,8:00 AM,Odisha,-,-,331824,1906,334850,1
11153,1/30/2021,8:00 AM,Puducherry,-,-,38062,647,39004,1
11154,1/30/2021,8:00 AM,Punjab,-,-,165145,5601,172860,1
11155,1/30/2021,8:00 AM,Rajasthan,-,-,312132,2765,317292,1
11156,1/30/2021,8:00 AM,Sikkim,-,-,5855,133,6085,1
11157,1/30/2021,8:00 AM,Tamil Nadu,-,-,820381,12345,837327,1
11158,1/30/2021,8:00 AM,Telengana,-,-,290354,1598,294306,1
11159,1/30/2021,8:00 AM,Tripura,-,-,32938,391,33350,1
11160,1/30/2021,8:00 AM,Uttarakhand,-,-,93055,1642,95986,1
11161,1/30/2021,8:00 AM,Uttar Pradesh,-,-,585273,8646,599837,1
11162,1/30/2021,8:00 AM,West Bengal,-,-,553593,10155,569459,1
11163,1/31/2021,8:00 AM,Andhra Pradesh,-,-,879278,7153,887720,1
11164,1/31/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4928,62,4994,1
11165,1/31/2021,8:00 AM,Arunachal Pradesh,-,-,16758,56,16828,1
11166,1/31/2021,8:00 AM,Assam,-,-,214124,1082,217120,1
11167,1/31/2021,8:00 AM,Bihar,-,-,257021,1499,259496,1
11168,1/31/2021,8:00 AM,Chandigarh,-,-,20414,334,20899,1
11169,1/31/2021,8:00 AM,Chhattisgarh,-,-,297144,3698,305102,1
11170,1/31/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3390,2,3398,1
11171,1/31/2021,8:00 AM,Delhi,-,-,622671,10849,634956,1
11172,1/31/2021,8:00 AM,Goa,-,-,51831,766,53356,1
11173,1/31/2021,8:00 AM,Gujarat,-,-,253368,4387,261224,1
11174,1/31/2021,8:00 AM,Haryana,-,-,263654,3017,267805,1
11175,1/31/2021,8:00 AM,Himachal Pradesh,-,-,56135,976,57494,1
11176,1/31/2021,8:00 AM,Jammu and Kashmir,-,-,121752,1936,124449,1
11177,1/31/2021,8:00 AM,Jharkhand,-,-,117004,1071,118651,1
11178,1/31/2021,8:00 AM,Karnataka,-,-,920657,12213,938865,1
11179,1/31/2021,8:00 AM,Kerala,-,-,848476,3722,923912,1
11180,1/31/2021,8:00 AM,Lakshadweep,-,-,30,0,79,0
11181,1/31/2021,8:00 AM,Ladakh,-,-,9519,130,9719,1
11182,1/31/2021,8:00 AM,Madhya Pradesh,-,-,248319,3807,254886,1
11183,1/31/2021,8:00 AM,Maharashtra,-,-,1927335,51042,2023814,1
11184,1/31/2021,8:00 AM,Manipur,-,-,28545,371,29052,1
11185,1/31/2021,8:00 AM,Meghalaya,-,-,13541,146,13761,1
11186,1/31/2021,8:00 AM,Mizoram,-,-,4323,9,4372,1
11187,1/31/2021,8:00 AM,Nagaland,-,-,11950,88,12090,1
11188,1/31/2021,8:00 AM,Odisha,-,-,331962,1906,334958,1
11189,1/31/2021,8:00 AM,Puducherry,-,-,38094,647,39047,1
11190,1/31/2021,8:00 AM,Punjab,-,-,165291,5609,173084,1
11191,1/31/2021,8:00 AM,Rajasthan,-,-,312370,2766,317396,1
11192,1/31/2021,8:00 AM,Sikkim,-,-,5861,133,6088,1
11193,1/31/2021,8:00 AM,Tamil Nadu,-,-,820907,12350,837832,1
11194,1/31/2021,8:00 AM,Telengana,-,-,290630,1599,294469,1
11195,1/31/2021,8:00 AM,Tripura,-,-,32939,391,33351,1
11196,1/31/2021,8:00 AM,Uttarakhand,-,-,93223,1643,96068,1
11197,1/31/2021,8:00 AM,Uttar Pradesh,-,-,585747,8650,600079,1
11198,1/31/2021,8:00 AM,West Bengal,-,-,553934,10164,569769,1
11199,2/1/2021,8:00 AM,Andhra Pradesh,-,-,879405,7153,887836,1
11200,2/1/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4928,62,4994,1
11201,2/1/2021,8:00 AM,Arunachal Pradesh,-,-,16759,56,16828,1
11202,2/1/2021,8:00 AM,Assam,-,-,214178,1082,217141,1
11203,2/1/2021,8:00 AM,Bihar,-,-,257169,1501,259563,1
11204,2/1/2021,8:00 AM,Chandigarh,-,-,20426,334,20925,1
11205,2/1/2021,8:00 AM,Chhattisgarh,-,-,297339,3701,305367,1
11206,2/1/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3390,2,3398,1
11207,2/1/2021,8:00 AM,Delhi,-,-,622882,10853,635096,1
11208,2/1/2021,8:00 AM,Goa,-,-,51891,768,53409,1
11209,2/1/2021,8:00 AM,Gujarat,-,-,253703,4387,261540,1
11210,2/1/2021,8:00 AM,Haryana,-,-,263764,3018,267897,1
11211,2/1/2021,8:00 AM,Himachal Pradesh,-,-,56167,979,56557,1
11212,2/1/2021,8:00 AM,Jammu and Kashmir,-,-,121822,1936,124506,1
11213,2/1/2021,8:00 AM,Jharkhand,-,-,117067,1072,118692,1
11214,2/1/2021,8:00 AM,Karnataka,-,-,921122,12217,939387,1
11215,2/1/2021,8:00 AM,Kerala,-,-,854206,3743,929178,1
11216,2/1/2021,8:00 AM,Lakshadweep,-,-,49,0,87,0
11217,2/1/2021,8:00 AM,Ladakh,-,-,9523,130,9720,1
11218,2/1/2021,8:00 AM,Madhya Pradesh,-,-,248637,3810,255112,1
11219,2/1/2021,8:00 AM,Maharashtra,-,-,1929005,51082,2026399,1
11220,2/1/2021,8:00 AM,Manipur,-,-,28553,371,29068,1
11221,2/1/2021,8:00 AM,Meghalaya,-,-,13550,146,13764,1
11222,2/1/2021,8:00 AM,Mizoram,-,-,4330,9,4372,1
11223,2/1/2021,8:00 AM,Nagaland,-,-,11950,88,12094,1
11224,2/1/2021,8:00 AM,Odisha,-,-,332103,1906,335072,1
11225,2/1/2021,8:00 AM,Puducherry,-,-,38135,648,39068,1
11226,2/1/2021,8:00 AM,Punjab,-,-,165533,5615,173276,1
11227,2/1/2021,8:00 AM,Rajasthan,-,-,312564,2766,317491,1
11228,2/1/2021,8:00 AM,Sikkim,-,-,5870,134,6090,1
11229,2/1/2021,8:00 AM,Tamil Nadu,-,-,821430,12356,838340,1
11230,2/1/2021,8:00 AM,Telengana,-,-,290894,1601,294587,1
11231,2/1/2021,8:00 AM,Tripura,-,-,32941,391,33351,1
11232,2/1/2021,8:00 AM,Uttarakhand,-,-,93310,1644,96129,1
11233,2/1/2021,8:00 AM,Uttar Pradesh,-,-,586116,8658,600299,1
11234,2/1/2021,8:00 AM,West Bengal,-,-,554272,10173,569998,1
11235,2/2/2021,8:00 AM,Andhra Pradesh,-,-,879504,7154,887900,1
11236,2/2/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,1
11237,2/2/2021,8:00 AM,Arunachal Pradesh,-,-,16762,56,16828,1
11238,2/2/2021,8:00 AM,Assam,-,-,214248,1083,217154,1
11239,2/2/2021,8:00 AM,Bihar,-,-,257306,1503,259660,1
11240,2/2/2021,8:00 AM,Chandigarh,-,-,20447,334,20957,1
11241,2/2/2021,8:00 AM,Chhattisgarh,-,-,297859,3706,305689,1
11242,2/2/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3391,2,3398,1
11243,2/2/2021,8:00 AM,Delhi,-,-,623096,10856,635217,1
11244,2/2/2021,8:00 AM,Goa,-,-,51977,768,53469,1
11245,2/2/2021,8:00 AM,Gujarat,-,-,254109,4388,261838,1
11246,2/2/2021,8:00 AM,Haryana,-,-,263886,3022,267989,1
11247,2/2/2021,8:00 AM,Himachal Pradesh,-,-,56204,979,57561,1
11248,2/2/2021,8:00 AM,Jammu and Kashmir,-,-,121905,1936,124550,1
11249,2/2/2021,8:00 AM,Jharkhand,-,-,117148,1073,118734,1
11250,2/2/2021,8:00 AM,Karnataka,-,-,921592,12220,939775,1
11251,2/2/2021,8:00 AM,Kerala,-,-,859421,3760,932637,1
11252,2/2/2021,8:00 AM,Lakshadweep,-,-,56,0,99,0
11253,2/2/2021,8:00 AM,Ladakh,-,-,9526,130,9724,1
11254,2/2/2021,8:00 AM,Madhya Pradesh,-,-,248897,3812,255263,1
11255,2/2/2021,8:00 AM,Maharashtra,-,-,1932294,51109,2028347,1
11256,2/2/2021,8:00 AM,Manipur,-,-,28562,371,29072,1
11257,2/2/2021,8:00 AM,Meghalaya,-,-,13556,146,13764,1
11258,2/2/2021,8:00 AM,Mizoram,-,-,4333,9,4373,1
11259,2/2/2021,8:00 AM,Nagaland,-,-,11957,88,12099,1
11260,2/2/2021,8:00 AM,Odisha,-,-,332239,1906,335151,1
11261,2/2/2021,8:00 AM,Puducherry,-,-,38160,651,39096,1
11262,2/2/2021,8:00 AM,Punjab,-,-,165753,5616,173470,1
11263,2/2/2021,8:00 AM,Rajasthan,-,-,312873,2766,317587,1
11264,2/2/2021,8:00 AM,Sikkim,-,-,5874,135,6091,1
11265,2/2/2021,8:00 AM,Tamil Nadu,-,-,821947,12363,838842,1
11266,2/2/2021,8:00 AM,Telengana,-,-,291115,1602,294739,1
11267,2/2/2021,8:00 AM,Tripura,-,-,32943,391,33351,1
11268,2/2/2021,8:00 AM,Uttarakhand,-,-,93451,1648,96180,1
11269,2/2/2021,8:00 AM,Uttar Pradesh,-,-,586505,8662,600470,1
11270,2/2/2021,8:00 AM,West Bengal,-,-,554578,10179,570177,1
11271,2/3/2021,8:00 AM,Andhra Pradesh,-,-,879651,7156,888004,1
11272,2/3/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,1
11273,2/3/2021,8:00 AM,Arunachal Pradesh,-,-,16762,56,16829,1
11274,2/3/2021,8:00 AM,Assam,-,-,214285,1083,217161,1
11275,2/3/2021,8:00 AM,Bihar,-,-,257474,1505,259781,1
11276,2/3/2021,8:00 AM,Chandigarh,-,-,20462,335,20979,1
11277,2/3/2021,8:00 AM,Chhattisgarh,-,-,298135,3711,306019,1
11278,2/3/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3392,2,3398,1
11279,2/3/2021,8:00 AM,Delhi,-,-,623256,10858,635331,1
11280,2/3/2021,8:00 AM,Goa,-,-,52039,768,53575,1
11281,2/3/2021,8:00 AM,Gujarat,-,-,254531,4389,262123,1
11282,2/3/2021,8:00 AM,Haryana,-,-,263989,3023,268067,1
11283,2/3/2021,8:00 AM,Himachal Pradesh,-,-,56242,980,57587,1
11284,2/3/2021,8:00 AM,Jammu and Kashmir,-,-,121988,1938,124594,1
11285,2/3/2021,8:00 AM,Jharkhand,-,-,117229,1075,118793,1
11286,2/3/2021,8:00 AM,Karnataka,-,-,922004,12223,940170,1
11287,2/3/2021,8:00 AM,Kerala,-,-,865168,3776,938353,1
11288,2/3/2021,8:00 AM,Lakshadweep,-,-,56,0,119,1
11289,2/3/2021,8:00 AM,Ladakh,-,-,9530,130,9726,1
11290,2/3/2021,8:00 AM,Madhya Pradesh,-,-,249193,3815,255431,1
11291,2/3/2021,8:00 AM,Maharashtra,-,-,1936305,51139,2030274,1
11292,2/3/2021,8:00 AM,Manipur,-,-,28568,371,29077,1
11293,2/3/2021,8:00 AM,Meghalaya,-,-,13565,147,13768,1
11294,2/3/2021,8:00 AM,Mizoram,-,-,4334,9,4376,1
11295,2/3/2021,8:00 AM,Nagaland,-,-,11958,88,12101,1
11296,2/3/2021,8:00 AM,Odisha,-,-,332377,1906,335211,1
11297,2/3/2021,8:00 AM,Puducherry,-,-,38186,651,39123,1
11298,2/3/2021,8:00 AM,Punjab,-,-,165924,5628,173674,1
11299,2/3/2021,8:00 AM,Rajasthan,-,-,313108,2768,317674,1
11300,2/3/2021,8:00 AM,Sikkim,-,-,5876,135,6096,1
11301,2/3/2021,8:00 AM,Tamil Nadu,-,-,822468,12367,839352,1
11302,2/3/2021,8:00 AM,Telengana,-,-,291312,1604,294924,1
11303,2/3/2021,8:00 AM,Tripura,-,-,32945,391,33351,1
11304,2/3/2021,8:00 AM,Uttarakhand,-,-,93533,1651,96227,1
11305,2/3/2021,8:00 AM,Uttar Pradesh,-,-,586967,8668,600642,1
11306,2/3/2021,8:00 AM,West Bengal,-,-,554887,10188,570380,1
11307,2/4/2021,8:00 AM,Andhra Pradesh,-,-,879780,7157,888099,1
11308,2/4/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,1
11309,2/4/2021,8:00 AM,Arunachal Pradesh,-,-,16764,56,16829,1
11310,2/4/2021,8:00 AM,Assam,-,-,214344,1083,217175,1
11311,2/4/2021,8:00 AM,Bihar,-,-,257618,1508,259858,1
11312,2/4/2021,8:00 AM,Chandigarh,-,-,20493,336,21015,1
11313,2/4/2021,8:00 AM,Chhattisgarh,-,-,298337,3718,306370,1
11314,2/4/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3392,2,3398,1
11315,2/4/2021,8:00 AM,Delhi,-,-,623409,10864,635481,1
11316,2/4/2021,8:00 AM,Goa,-,-,52109,768,53638,1
11317,2/4/2021,8:00 AM,Gujarat,-,-,255059,4391,262406,1
11318,2/4/2021,8:00 AM,Haryana,-,-,264093,3024,268136,1
11319,2/4/2021,8:00 AM,Himachal Pradesh,-,-,56256,981,57646,1
11320,2/4/2021,8:00 AM,Jammu and Kashmir,-,-,122049,1941,124659,1
11321,2/4/2021,8:00 AM,Jharkhand,-,-,117309,1077,118839,1
11322,2/4/2021,8:00 AM,Karnataka,-,-,922437,12225,940596,1
11323,2/4/2021,8:00 AM,Kerala,-,-,871548,3796,944709,1
11324,2/4/2021,8:00 AM,Lakshadweep,-,-,61,0,122,1
11325,2/4/2021,8:00 AM,Ladakh,-,-,9535,130,9735,1
11326,2/4/2021,8:00 AM,Madhya Pradesh,-,-,249443,3816,255689,1
11327,2/4/2021,8:00 AM,Maharashtra,-,-,1943335,51169,2033266,1
11328,2/4/2021,8:00 AM,Manipur,-,-,28603,372,29086,1
11329,2/4/2021,8:00 AM,Meghalaya,-,-,13575,147,13774,1
11330,2/4/2021,8:00 AM,Mizoram,-,-,4337,9,4376,1
11331,2/4/2021,8:00 AM,Nagaland,-,-,11963,88,12117,1
11332,2/4/2021,8:00 AM,Odisha,-,-,332499,1906,335282,1
11333,2/4/2021,8:00 AM,Puducherry,-,-,38215,652,39146,1
11334,2/4/2021,8:00 AM,Punjab,-,-,166103,5628,173861,1
11335,2/4/2021,8:00 AM,Rajasthan,-,-,313304,2770,317766,1
11336,2/4/2021,8:00 AM,Sikkim,-,-,5877,135,6098,1
11337,2/4/2021,8:00 AM,Tamil Nadu,-,-,823001,12371,839866,1
11338,2/4/2021,8:00 AM,Telengana,-,-,291510,1606,295101,1
11339,2/4/2021,8:00 AM,Tripura,-,-,32948,391,33351,1
11340,2/4/2021,8:00 AM,Uttarakhand,-,-,93629,1655,96281,1
11341,2/4/2021,8:00 AM,Uttar Pradesh,-,-,587398,8674,600837,1
11342,2/4/2021,8:00 AM,West Bengal,-,-,555190,10195,570581,1
11343,2/5/2021,8:00 AM,Andhra Pradesh,-,-,879867,7157,888178,1
11344,2/5/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,1
11345,2/5/2021,8:00 AM,Arunachal Pradesh,-,-,16765,56,16829,1
11346,2/5/2021,8:00 AM,Assam,-,-,214374,1084,217186,1
11347,2/5/2021,8:00 AM,Bihar,-,-,257702,1510,259936,1
11348,2/5/2021,8:00 AM,Chandigarh,-,-,20512,337,21036,1
11349,2/5/2021,8:00 AM,Chhattisgarh,-,-,298724,3724,306743,1
11350,2/5/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3392,2,3398,1
11351,2/5/2021,8:00 AM,Delhi,-,-,623574,10871,635639,1
11352,2/5/2021,8:00 AM,Goa,-,-,52165,770,53717,1
11353,2/5/2021,8:00 AM,Gujarat,-,-,255489,4392,262681,1
11354,2/5/2021,8:00 AM,Haryana,-,-,264221,3026,268209,1
11355,2/5/2021,8:00 AM,Himachal Pradesh,-,-,56272,982,57693,1
11356,2/5/2021,8:00 AM,Jammu and Kashmir,-,-,122124,1943,124719,1
11357,2/5/2021,8:00 AM,Jharkhand,-,-,117373,1077,118897,1
11358,2/5/2021,8:00 AM,Karnataka,-,-,922907,12227,941070,1
11359,2/5/2021,8:00 AM,Kerala,-,-,877889,3813,950811,1
11360,2/5/2021,8:00 AM,Lakshadweep,-,-,61,0,126,1
11361,2/5/2021,8:00 AM,Ladakh,-,-,9538,130,9740,1
11362,2/5/2021,8:00 AM,Madhya Pradesh,-,-,249706,3818,255855,1
11363,2/5/2021,8:00 AM,Maharashtra,-,-,1948674,51215,2036002,1
11364,2/5/2021,8:00 AM,Manipur,-,-,28614,372,29099,1
11365,2/5/2021,8:00 AM,Meghalaya,-,-,13584,147,13794,1
11366,2/5/2021,8:00 AM,Mizoram,-,-,4342,9,4376,1
11367,2/5/2021,8:00 AM,Nagaland,-,-,11970,88,12121,1
11368,2/5/2021,8:00 AM,Odisha,-,-,332611,1907,335369,1
11369,2/5/2021,8:00 AM,Puducherry,-,-,38240,652,39185,1
11370,2/5/2021,8:00 AM,Punjab,-,-,166263,5635,174057,1
11371,2/5/2021,8:00 AM,Rajasthan,-,-,313496,2771,317905,1
11372,2/5/2021,8:00 AM,Sikkim,-,-,5886,135,6103,1
